Test Dataset,Model Folder,Model Type,Best Metric,Model,Accuracy,Male Accuracy,Female Accuracy,Gender Disparity
AAF_Validation,bias_training_data\bias_Severe_Black_Bias_0.6,Balanced,Accuracy,bias_training_data\bias_Severe_Black_Bias_0.6\Controlled_Bias_0.6_4_balanced_best.pth,70.7012710571289,94.45324881141046,46.94928684627576,47.5039619651347
AAF_Validation,bias_training_data\bias_Severe_Black_Bias_0.6,Balanced,Gender Disparity,bias_training_data\bias_Severe_Black_Bias_0.6\Controlled_Bias_0.6_4_balanced_best.pth,70.7012710571289,94.45324881141046,46.94928684627576,47.5039619651347
AAF_Validation,bias_training_data\bias_Severe_Black_Bias_0.6,Unbalanced,Accuracy,bias_training_data\bias_Severe_Black_Bias_0.6\Controlled_Bias_0.6_2_unbalanced_best.pth,67.82884216308594,99.16798732171156,36.48969889064976,62.6782884310618
AAF_Validation,bias_training_data\bias_Severe_Black_Bias_0.6,Unbalanced,Gender Disparity,bias_training_data\bias_Severe_Black_Bias_0.6\Controlled_Bias_0.6_2_unbalanced_best.pth,67.82884216308594,99.16798732171156,36.48969889064976,62.6782884310618
AAF_Validation,bias_training_data\bias_Severe_Black_Bias_0.9,Balanced,Accuracy,bias_training_data\bias_Severe_Black_Bias_0.9\Controlled_Bias_0.9_4_balanced_best.pth,74.40570831298828,96.71156893819337,52.09984152139461,44.61172741679876
AAF_Validation,bias_training_data\bias_Severe_Black_Bias_0.9,Balanced,Gender Disparity,bias_training_data\bias_Severe_Black_Bias_0.9\Controlled_Bias_0.9_4_balanced_best.pth,74.40570831298828,96.71156893819337,52.09984152139461,44.61172741679876
AAF_Validation,bias_training_data\bias_Severe_Black_Bias_0.9,Unbalanced,Accuracy,bias_training_data\bias_Severe_Black_Bias_0.9\Controlled_Bias_0.9_1_unbalanced_best.pth,71.35499572753906,99.04912836767036,43.6608557844691,55.388272583201264
AAF_Validation,bias_training_data\bias_Severe_Black_Bias_0.9,Unbalanced,Gender Disparity,bias_training_data\bias_Severe_Black_Bias_0.9\Controlled_Bias_0.9_2_unbalanced_best.pth,71.21632385253906,98.73217115689384,43.700475435816166,55.031695721077675
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_0.6,Balanced,Accuracy,bias_training_data\bias_Severe_Male_Gender_0.6\Controlled_Bias_0.6_2_balanced_best.pth,78.11014556884766,86.3312202852615,69.88906497622821,16.442155309033282
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_0.6,Balanced,Gender Disparity,bias_training_data\bias_Severe_Male_Gender_0.6\Controlled_Bias_0.6_6_balanced_best.pth,76.32725524902344,82.68621236133123,69.96830427892235,12.717908082408883
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_0.6,Unbalanced,Accuracy,bias_training_data\bias_Severe_Male_Gender_0.6\Controlled_Bias_0.6_2_unbalanced_best.pth,79.39778900146484,93.50237717908082,65.2931854199683,28.209191759112528
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_0.6,Unbalanced,Gender Disparity,bias_training_data\bias_Severe_Male_Gender_0.6\Controlled_Bias_0.6_2_unbalanced_best.pth,79.39778900146484,93.50237717908082,65.2931854199683,28.209191759112528
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,Balanced,Accuracy,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_1_balanced_best.pth,76.74327087402344,97.18700475435816,56.29952456418384,40.887480190174315
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,Balanced,Gender Disparity,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_8_balanced_best.pth,75.53486633300781,93.97781299524564,57.0919175911252,36.88589540412044
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,Unbalanced,Accuracy,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_3_unbalanced_best.pth,78.64501190185547,94.8890649762282,62.40095087163233,32.488114104595866
AAF_Validation,bias_training_data\bias_Severe_Male_Gender_0.9,Unbalanced,Gender Disparity,bias_training_data\bias_Severe_Male_Gender_0.9\Controlled_Bias_0.9_3_unbalanced_best.pth,78.64501190185547,94.8890649762282,62.40095087163233,32.488114104595866
AAF_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,Balanced,Accuracy,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_3_balanced_best.pth,76.1093521118164,89.10459587955626,63.11410459587956,25.990491283676697
AAF_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,Balanced,Gender Disparity,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_3_balanced_best.pth,76.1093521118164,89.10459587955626,63.11410459587956,25.990491283676697
AAF_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,Unbalanced,Accuracy,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_3_unbalanced_best.pth,71.4738540649414,98.29635499207608,44.6513470681458,53.64500792393027
AAF_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6,Unbalanced,Gender Disparity,bias_training_data\bias_Gender_Balanced_Unlabeled_0.6\Controlled_Bias_0.6_3_unbalanced_best.pth,71.4738540649414,98.29635499207608,44.6513470681458,53.64500792393027
AAF_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,Balanced,Accuracy,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_1_balanced_best.pth,78.64501190185547,95.95879556259904,61.33122028526149,34.62757527733755
AAF_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,Balanced,Gender Disparity,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_3_balanced_best.pth,76.26782989501953,92.82884310618068,59.7068145800317,33.12202852614899
AAF_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,Unbalanced,Accuracy,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_1_unbalanced_best.pth,72.86054229736328,98.6529318541997,47.06814580031696,51.58478605388273
AAF_Validation,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9,Unbalanced,Gender Disparity,bias_training_data\bias_Gender_Balanced_Unlabeled_0.9\Controlled_Bias_0.9_1_unbalanced_best.pth,72.86054229736328,98.6529318541997,47.06814580031696,51.58478605388273
AAF_Validation,bias_training_data\bias_Unlabeled_0.6,Balanced,Accuracy,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_9_balanced_best.pth,78.50634765625,92.43264659271,64.58003169572108,27.852614896988925
AAF_Validation,bias_training_data\bias_Unlabeled_0.6,Balanced,Gender Disparity,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_5_balanced_best.pth,78.12995147705078,90.33280507131536,65.9270998415214,24.405705229793966
AAF_Validation,bias_training_data\bias_Unlabeled_0.6,Unbalanced,Accuracy,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_1_unbalanced_best.pth,76.92155456542969,96.19651347068144,57.64659270998416,38.549920760697276
AAF_Validation,bias_training_data\bias_Unlabeled_0.6,Unbalanced,Gender Disparity,bias_training_data\bias_Unlabeled_0.6\Controlled_Bias_0.6_1_unbalanced_best.pth,76.92155456542969,96.19651347068144,57.64659270998416,38.549920760697276
AAF_Validation,bias_training_data\bias_Unlabeled_0.9,Balanced,Accuracy,bias_training_data\bias_Unlabeled_0.9\Controlled_Bias_0.9_10_balanced_best.pth,77.47623443603516,92.86846275752774,62.08399366085578,30.784469096671955
AAF_Validation,bias_training_data\bias_Unlabeled_0.9,Balanced,Gender Disparity,bias_training_data\bias_Unlabeled_0.9\Controlled_Bias_0.9_10_balanced_best.pth,77.47623443603516,92.86846275752774,62.08399366085578,30.784469096671955
AAF_Validation,bias_training_data\bias_Unlabeled_0.9,Unbalanced,Accuracy,bias_training_data\bias_Unlabeled_0.9\Controlled_Bias_0.9_2_unbalanced_best.pth,75.73296356201172,97.34548335974644,54.12044374009509,43.22503961965135
AAF_Validation,bias_training_data\bias_Unlabeled_0.9,Unbalanced,Gender Disparity,bias_training_data\bias_Unlabeled_0.9\Controlled_Bias_0.9_2_unbalanced_best.pth,75.73296356201172,97.34548335974644,54.12044374009509,43.22503961965135
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Bias_0.6,Balanced,Accuracy,bias_training_data\bias_Severe_East_Asian_Bias_0.6\Controlled_Bias_0.6_5_balanced_best.pth,79.93264770507812,90.64976228209191,69.21553090332804,21.43423137876387
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Bias_0.6,Balanced,Gender Disparity,bias_training_data\bias_Severe_East_Asian_Bias_0.6\Controlled_Bias_0.6_5_balanced_best.pth,79.93264770507812,90.64976228209191,69.21553090332804,21.43423137876387
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Bias_0.9,Balanced,Accuracy,bias_training_data\bias_Severe_East_Asian_Bias_0.9\Controlled_Bias_0.9_3_balanced_best.pth,80.58637237548828,95.56259904912837,65.61014263074485,29.95245641838352
AAF_Validation,bias_training_data\bias_Severe_East_Asian_Bias_0.9,Balanced,Gender Disparity,bias_training_data\bias_Severe_East_Asian_Bias_0.9\Controlled_Bias_0.9_3_balanced_best.pth,80.58637237548828,95.56259904912837,65.61014263074485,29.95245641838352
AAF_Validation,bias_training_data\bias_Severe_Female_Gender_0.6,Balanced,Accuracy,bias_training_data\bias_Severe_Female_Gender_0.6\Controlled_Bias_0.6_6_balanced_best.pth,67.11569213867188,98.256735340729,35.97464342313788,62.28209191759112
AAF_Validation,bias_training_data\bias_Severe_Female_Gender_0.6,Balanced,Gender Disparity,bias_training_data\bias_Severe_Female_Gender_0.6\Controlled_Bias_0.6_6_balanced_best.pth,67.11569213867188,98.256735340729,35.97464342313788,62.28209191759112
AAF_Validation,bias_training_data\bias_Severe_Female_Gender_0.9,Balanced,Accuracy,bias_training_data\bias_Severe_Female_Gender_0.9\Controlled_Bias_0.9_1_balanced_best.pth,76.18859100341797,97.86053882725832,54.516640253565775,43.34389857369255
AAF_Validation,bias_training_data\bias_Severe_Female_Gender_0.9,Balanced,Gender Disparity,bias_training_data\bias_Severe_Female_Gender_0.9\Controlled_Bias_0.9_1_balanced_best.pth,76.18859100341797,97.86053882725832,54.516640253565775,43.34389857369255
